Name,Chromosome,Start,End,prom_length,GC
HTA2,2,235819,236469,650,0.34
UTP20,2,226824,227524,700,0.3514285714285714
PDR3,2,217143,217407,264,0.42803030303030304
LDB7,2,217144,217408,264,0.42803030303030304
SLA1,2,216418,217118,700,0.45714285714285713
HIR1,2,209349,209597,248,0.32661290322580644
ALK2,2,206959,207159,200,0.305
YBL010C,2,206960,207160,200,0.305
SCT1,2,202736,203436,700,0.4828571428571429
FMT1,2,201776,202011,235,0.3574468085106383
RRN6,2,201777,202012,235,0.3574468085106383
ACH1,2,193332,194032,700,0.47714285714285715
PEP1,2,191792,192492,700,0.35714285714285715
POP8,2,186512,186776,264,0.375
APN2,2,184204,184300,96,0.28125
RFT1,2,182119,182323,204,0.43137254901960786
HAP3,2,182120,182324,204,0.4362745098039216
PIM1,2,181398,181490,92,0.43478260869565216
MCM2,2,177579,177798,219,0.319634703196347
NCL1,2,172383,172510,127,0.31496062992125984
RRN10,2,171165,171422,257,0.3540856031128405
LSM2,2,169864,170564,700,0.33714285714285713
RPL19B,2,167884,168391,507,0.4161735700197239
YBL028C,2,167885,168392,507,0.4181459566074951
YBL029W,2,165391,166091,700,0.3485714285714286
PET9,2,164118,164364,246,0.4634146341463415
SHE1,2,161508,161668,160,0.35
HEK2,2,159720,160091,371,0.40161725067385445
RIB1,2,159721,160092,371,0.39892183288409705
STU1,2,158448,158589,141,0.3262411347517731
POL12,2,153691,153736,45,0.13333333333333333
YBL036C,2,151233,151447,214,0.3364485981308411
APL3,2,146943,147115,172,0.4011627906976744
MRPL16,2,145782,146123,341,0.2961876832844575
URA7,2,145783,146124,341,0.2961876832844575
ERD2,2,142911,143108,197,0.41116751269035534
PRE7,2,140511,141211,700,0.42857142857142855
FUI1,2,140320,141020,700,0.4157142857142857
ECM13,2,135856,136556,700,0.44
COR1,2,135702,136402,700,0.4514285714285714
PSY4,2,132215,132419,204,0.35784313725490197
EDE1,2,132216,132420,204,0.35784313725490197
SEC17,2,124819,125047,228,0.40789473684210525
PIN4,2,124820,125048,228,0.40789473684210525
SAS3,2,122124,122302,178,0.3202247191011236
TOD6,2,117132,117473,341,0.39002932551319647
YBL055C,2,117133,117474,341,0.39002932551319647
PTC3,2,113446,113706,260,0.36923076923076925
PTH2,2,113447,113707,260,0.36923076923076925
SHP1,2,111404,111408,4,0.75
YBL059W,2,110560,110676,116,0.3275862068965517
YEL1,2,107514,107913,399,0.3558897243107769
SKT5,2,107515,107914,399,0.3558897243107769
KIP1,2,101187,101868,681,0.41409691629955947
PRX1,2,101188,101869,681,0.41409691629955947
SEF1,2,100169,100299,130,0.33076923076923076
UBP13,2,96164,96444,280,0.3357142857142857
PRS4,2,92110,92371,261,0.3793103448275862
AST1,2,90580,90653,73,0.1643835616438356
YBL071C,2,90581,90654,73,0.1643835616438356
RPS8A,2,89142,89610,468,0.3525641025641026
AAR2,2,87790,88403,613,0.3605220228384992
SSA3,2,87511,87790,279,0.3942652329749104
ILS1,2,84278,84418,140,0.3357142857142857
ATG8,2,80775,80947,172,0.38953488372093026
NUP170,2,74723,75187,464,0.3168103448275862
PET112,2,74724,75188,464,0.3146551724137931
YBL081W,2,71169,71551,382,0.387434554973822
ALG3,2,71170,71552,382,0.387434554973822
YBL083C,2,71170,71552,382,0.387434554973822
CDC27,2,69568,69697,129,0.3643410852713178
BOI1,2,62839,63539,700,0.37
YBL086C,2,62679,63379,700,0.37857142857142856
RPL23A,2,60762,61155,393,0.37404580152671757
TEL1,2,59649,59722,73,0.3013698630136986
AVT5,2,49480,49513,33,0.24242424242424243
MRP21,2,48649,48807,158,0.34810126582278483
MAP2,2,48650,48808,158,0.34810126582278483
RPL32,2,45016,45612,596,0.4161073825503356
ROX3,2,44998,45017,19,0.42105263157894735
YBL094C,2,45017,45613,596,0.4161073825503356
YBL095W,2,43181,43260,79,0.35443037974683544
BRN1,2,40563,40772,209,0.2631578947368421
BNA4,2,38921,39123,202,0.33663366336633666
ATP1,2,36032,36732,700,0.39571428571428574
ECM21,2,28406,29106,700,0.3557142857142857
SFT2,2,23789,24009,220,0.4
RTG3,2,23790,24010,220,0.4
YBL104C,2,21299,21602,303,0.3564356435643564
PKC1,2,17962,18086,124,0.3790322580645161
SRO77,2,13917,14104,187,0.3422459893048128
YBL107C,2,10559,10869,310,0.3419354838709677
NTH2,2,241339,241544,205,0.28292682926829266
RER2,2,242589,242780,191,0.3403141361256545
COQ1,2,242588,242779,191,0.3403141361256545
GPI18,2,245683,245866,183,0.3442622950819672
RCR1,2,245682,245865,183,0.33879781420765026
UGA2,2,246702,246883,181,0.430939226519337
DSF2,2,251096,251796,700,0.4157142857142857
FLR1,2,254430,255130,700,0.3171428571428571
HHF1,2,255721,256303,582,0.39347079037800686
HHT1,2,255720,256302,582,0.3951890034364261
IPP1,2,258006,258706,700,0.37285714285714283
GRX7,2,267396,267569,173,0.3815028901734104
MNN2,2,269631,270211,580,0.44655172413793104
YBR016W,2,269630,270210,580,0.4482758620689655
KAP104,2,273755,274272,517,0.30754352030947774
GAL7,2,275547,276169,622,0.36816720257234725
GAL10,2,278377,278963,586,0.38054607508532423
GAL1,2,278376,278962,586,0.38054607508532423
FUR4,2,280716,281344,628,0.3487261146496815
POA1,2,283470,283675,205,0.34146341463414637
CHS3,2,288059,288759,700,0.38857142857142857
SCO2,2,288631,289331,700,0.38142857142857145
OLA1,2,291902,292602,700,0.3557142857142857
ETR1,2,294067,294249,182,0.41208791208791207
YBR028C,2,296043,296238,195,0.28205128205128205
CDS1,2,297822,298226,404,0.3787128712871287
RKM3,2,297821,298225,404,0.3811881188118812
RPL4A,2,300005,300149,144,0.25
HMT1,2,305997,306169,172,0.3430232558139535
PDX3,2,306985,307685,700,0.36714285714285716
CSG2,2,310361,310495,134,0.4253731343283582
SCO1,2,311493,311851,358,0.33798882681564246
CHS2,2,311492,311850,358,0.33519553072625696
ATP3,2,314974,315495,521,0.3723608445297505
FAT1,2,317512,318212,700,0.32285714285714284
CST26,2,321654,321739,85,0.3176470588235294
QDR3,2,324071,324265,194,0.36597938144329895
TCM62,2,326092,326792,700,0.3657142857142857
GIP1,2,330230,330236,6,0.5
ZTA1,2,331544,331813,269,0.3754646840148699
FMP23,2,331543,331812,269,0.37174721189591076
RPS11B,2,332460,332812,352,0.3977272727272727
REB1,2,336865,337145,280,0.41785714285714287
REG2,2,338387,338663,276,0.4492753623188406
RFS1,2,339413,339606,193,0.38341968911917096
YBR053C,2,340763,341463,700,0.3485714285714286
YRO2,2,342083,342783,700,0.3657142857142857
PRP6,2,347322,347858,536,0.3414179104477612
YBR056W,2,347321,347857,536,0.3414179104477612
MUM2,2,353383,353652,269,0.24907063197026022
UBP14,2,356039,356153,114,0.37719298245614036
AKL1,2,360325,360595,270,0.3296296296296296
ORC2,2,362601,363301,700,0.3557142857142857
TRM7,2,365732,365869,137,0.32116788321167883
YBR062C,2,366612,366913,301,0.3687707641196013
YBR063C,2,369713,369720,7,0.42857142857142855
ECM2,2,369720,369938,218,0.38073394495412843
NRG2,2,370759,371459,700,0.40714285714285714
TIP1,2,372786,373486,700,0.39285714285714285
BAP2,2,375729,376412,683,0.4143484626647145
TAT1,2,378538,379178,640,0.3859375
ALG14,2,379972,380339,367,0.37329700272479566
YBR071W,2,379971,380338,367,0.37329700272479566
HSP26,2,381315,381955,640,0.41875
RDH54,2,382837,383139,302,0.3443708609271523
YBR074W,2,385995,386280,285,0.29473684210526313
SLM4,2,392339,392947,608,0.41776315789473684
ECM33,2,392338,392946,608,0.41776315789473684
RPG1,2,398302,398486,184,0.375
SEC18,2,400916,401129,213,0.36619718309859156
SPT7,2,405393,406093,700,0.36857142857142855
UBC4,2,407255,407955,700,0.35
TEC1,2,408193,408893,700,0.42714285714285716
MIS1,2,410710,411039,329,0.3860182370820669
AAC3,2,415283,415907,624,0.41185897435897434
IST2,2,423333,423754,421,0.3254156769596199
RFC5,2,423332,423753,421,0.3254156769596199
POL30,2,425806,426017,211,0.36018957345971564
TIM12,2,427525,427647,122,0.3114754098360656
PHO3,2,429127,429481,354,0.3305084745762712
PHO5,2,430986,431686,700,0.3985714285714286
PBY1,2,431275,431975,700,0.39
RXT2,2,435723,435960,237,0.35864978902953587
YBR096W,2,435722,435959,237,0.3628691983122363
VPS15,2,436780,436908,128,0.28125
MMS4,2,441292,441495,203,0.2955665024630542
YBR099C,2,444740,444743,3,0.0
FES1,2,444743,444952,209,0.41148325358851673
EXO84,2,447387,447543,156,0.33974358974358976
SIF2,2,447386,447542,156,0.34615384615384615
YMC2,2,449363,449583,220,0.37272727272727274
VID24,2,452000,452619,619,0.40226171243941844
PHO88,2,451999,452618,619,0.40226171243941844
IML3,2,454579,454770,191,0.3769633507853403
AIM3,2,454578,454769,191,0.3769633507853403
CMD1,2,458406,458812,406,0.35960591133004927
ALG1,2,458405,458811,406,0.3620689655172414
YSA1,2,461881,462102,221,0.4117647058823529
CYC8,2,465970,466670,700,0.44857142857142857
RAD16,2,466459,467159,700,0.43857142857142856
LYS2,2,474034,474734,700,0.3985714285714286
TEF2,2,476948,477648,700,0.36714285714285716
MUD1,2,479136,479289,153,0.3660130718954248
CBP6,2,481008,481228,220,0.37272727272727274
GRS1,2,483434,483774,340,0.3411764705882353
MRPL36,2,484536,484696,160,0.34375
TFC1,2,486754,486858,104,0.38461538461538464
PTC4,2,488562,488774,212,0.3867924528301887
TPS1,2,490484,490827,343,0.521865889212828
VMA2,2,492871,493010,139,0.2949640287769784
ATG14,2,494202,494268,66,0.19696969696969696
OPY1,2,495383,495479,96,0.3958333333333333
SHE3,2,496929,497133,204,0.36764705882352944
CCZ1,2,496928,497132,204,0.36764705882352944
AGP2,2,501606,501744,138,0.427536231884058
HSL7,2,504416,504760,344,0.37209302325581395
CKS1,2,504415,504759,344,0.37209302325581395
MEC1,2,505411,505629,218,0.3165137614678899
YBR137W,2,512965,512981,16,0.25
YBR138C,2,515376,515656,280,0.36428571428571427
YBR139W,2,515375,515655,280,0.3607142857142857
IRA1,2,526898,527150,252,0.39285714285714285
YBR141C,2,528069,528259,190,0.35789473684210527
MAK5,2,528068,528258,190,0.35789473684210527
SUP45,2,532210,532910,700,0.36
ADH5,2,533020,533720,700,0.37
MRPS9,2,534917,535196,279,0.33691756272401435
RTC2,2,536295,536461,166,0.3373493975903614
YSW1,2,537480,537933,453,0.3818984547461369
ARA1,2,539637,539948,311,0.35691318327974275
TBS1,2,544522,544915,393,0.34096692111959287
APD1,2,544521,544914,393,0.34096692111959287
SPP381,2,546107,546307,200,0.305
RIB7,2,546307,546372,65,0.3384615384615385
RPB5,2,549100,549734,634,0.3580441640378549
CNS1,2,549099,549733,634,0.3580441640378549
SLI15,2,553250,553414,164,0.3170731707317073
ICS2,2,555160,555860,700,0.42428571428571427
AMN1,2,555585,556285,700,0.39
IFA38,2,558350,558631,281,0.3701067615658363
CDC28,2,559893,559999,106,0.29245283018867924
CSH1,2,561067,561406,339,0.37168141592920356
TOS1,2,564719,565214,495,0.3515151515151515
EXO5,2,565512,565620,108,0.37962962962962965
ARL1,2,568545,568760,215,0.32558139534883723
UBS1,2,568544,568759,215,0.32558139534883723
TYR1,2,571243,571355,112,0.25
POP7,2,571947,572241,294,0.3163265306122449
PEX32,2,571946,572240,294,0.3163265306122449
SSE2,2,576050,576214,164,0.29878048780487804
NPL4,2,578120,578338,218,0.3394495412844037
SEC66,2,578119,578337,218,0.3394495412844037
SMY2,2,581477,581545,68,0.36764705882352944
UMP1,2,582196,582395,199,0.40703517587939697
YBR174C,2,583410,583458,48,0.25
SWD3,2,582195,582394,199,0.4120603015075377
ECM31,2,583457,583628,171,0.36257309941520466
EHT1,2,586192,586476,284,0.3591549295774648
FZO1,2,589179,589879,700,0.38142857142857145
RPS6B,2,592803,593129,326,0.4171779141104294
SMP1,2,595025,595204,179,0.39106145251396646
YPC1,2,595605,596017,412,0.3737864077669903
YBR184W,2,597145,597348,203,0.32019704433497537
MBA1,2,599978,600678,700,0.35714285714285715
GDT1,2,601811,602511,700,0.3757142857142857
NTC20,2,604182,604482,300,0.36666666666666664
RPS9B,2,604181,604481,300,0.36666666666666664
YBR190W,2,604481,604484,3,0.3333333333333333
RPL21A,2,605572,606247,675,0.41185185185185186
RIM2,2,607282,607451,169,0.35502958579881655
MED8,2,609788,609969,181,0.281767955801105
AIM4,2,609787,609968,181,0.287292817679558
MSI1,2,611925,612069,144,0.3541666666666667
PGI1,2,613937,614637,700,0.38
YBR197C,2,615884,616043,159,0.39622641509433965
TAF5,2,618601,618810,209,0.3588516746411483
KTR4,2,618600,618809,209,0.3588516746411483
BEM1,2,620430,620808,378,0.328042328042328
DER1,2,622748,623439,691,0.32416787264833574
MCM7,2,625027,625727,700,0.37857142857142856
COS111,2,628485,628940,455,0.4175824175824176
YBR204C,2,633425,633575,150,0.37333333333333335
KTR3,2,633424,633574,150,0.37333333333333335
YBR206W,2,633424,633574,150,0.37333333333333335
FTH1,2,635001,635091,90,0.3
DUR1_2,2,642673,643373,700,0.4057142857142857
ERV15,2,644813,645513,700,0.36
AME1,2,647241,647480,239,0.3682008368200837
NGR1,2,647240,647479,239,0.3723849372384937
MET8,2,650109,650297,188,0.3404255319148936
SDS24,2,650635,651335,700,0.48142857142857143
HPC2,2,653189,653318,129,0.34108527131782945
YBP1,2,657630,657768,138,0.3188405797101449
ATG12,2,657629,657767,138,0.3188405797101449
PYC2,2,662313,662759,446,0.40358744394618834
YBR220C,2,664737,664913,176,0.3522727272727273
PDB1,2,666456,666607,151,0.44370860927152317
PCS60,2,668391,668416,25,0.4
TDP1,2,670317,671017,700,0.38142857142857145
MCX1,2,675192,675301,109,0.21100917431192662
SLX1,2,675191,675300,109,0.21100917431192662
ROT2,2,679228,679389,161,0.38509316770186336
OM14,2,680078,680314,236,0.5169491525423728
SWC5,2,683147,683349,202,0.3316831683168317
PBP2,2,683146,683348,202,0.33663366336633666
ARC40,2,686638,686820,182,0.35714285714285715
YBR235W,2,686637,686819,182,0.3516483516483517
ABD1,2,691731,691919,188,0.2978723404255319
PRP5,2,691730,691918,188,0.2978723404255319
YBR238C,2,697393,698093,700,0.37714285714285717
ERT1,2,700093,700401,308,0.2727272727272727
THI2,2,702409,702533,124,0.3467741935483871
YBR241C,2,704089,704516,427,0.34660421545667447
YBR242W,2,704088,704515,427,0.3442622950819672
ALG7,2,706837,707486,649,0.34514637904468415
GPX2,2,706836,707485,649,0.3436055469953775
ISW1,2,711393,711554,161,0.2919254658385093
RRT2,2,711392,711553,161,0.2919254658385093
ENP1,2,714479,714727,248,0.33064516129032256
HIS7,2,716528,716765,237,0.350210970464135
ARO4,2,718084,718333,249,0.30522088353413657
SPO23,2,718083,718332,249,0.30120481927710846
MRPS5,2,720648,721348,700,0.34285714285714286
DUT1,2,722393,722592,199,0.2814070351758794
SRB6,2,723125,723215,90,0.36666666666666664
TRS20,2,724271,724420,149,0.28187919463087246
MTC4,2,724270,724419,149,0.28187919463087246
RIB5,2,728110,728810,700,0.36
POP4,2,728135,728835,700,0.35714285714285715
SHG1,2,730195,730341,146,0.2945205479452055
YBR259W,2,730194,730340,146,0.2945205479452055
RGD1,2,734648,734704,56,0.26785714285714285
TAE1,2,735555,735604,49,0.4489795918367347
AIM5,2,736081,736224,143,0.34265734265734266
SHM1,2,736080,736223,143,0.34265734265734266
YPT10,2,738394,738546,152,0.3092105263157895
TSC10,2,738393,738545,152,0.3092105263157895
REI1,2,739676,739823,147,0.3197278911564626
MRPL37,2,741141,741280,139,0.3669064748201439
FMP21,2,742597,742723,126,0.40476190476190477
BIT2,2,744670,744826,156,0.3076923076923077
YBR271W,2,744669,744825,156,0.3076923076923077
HSM3,2,747810,747963,153,0.26143790849673204
UBX7,2,749402,749544,142,0.3591549295774648
CHK1,2,749401,749543,142,0.3591549295774648
RIF1,2,757241,757550,309,0.3333333333333333
PPS1,2,760138,760272,134,0.3208955223880597
DPB3,2,760137,760271,134,0.31343283582089554
PAF1,2,760990,761223,233,0.27467811158798283
SAF1,2,764720,764844,124,0.4274193548387097
DUG2,2,767647,768202,555,0.33693693693693694
MRPL27,2,767646,768201,555,0.33693693693693694
SSH1,2,770559,770892,333,0.3843843843843844
YBR284W,2,770558,770891,333,0.3813813813813814
YBR285W,2,773079,773779,700,0.4057142857142857
APE3,2,774371,774671,300,0.29
YBR287W,2,776379,776533,154,0.33116883116883117
APM3,2,779498,779645,147,0.3197278911564626
SNF5,2,779497,779644,147,0.3197278911564626
BSD2,2,782435,782577,142,0.323943661971831
CTP1,2,784608,785308,700,0.33
VBA2,2,786392,787092,700,0.3657142857142857
PCA1,2,792097,792797,700,0.29714285714285715
PHO89,2,798588,799288,700,0.3557142857142857
MAL33,2,799783,800483,700,0.3628571428571429
MAL31,2,804872,805572,700,0.3742857142857143
RER1,3,111701,111889,188,0.40425531914893614
YCL002C,3,111702,111890,188,0.39893617021276595
PGS1,3,108927,109026,99,0.41414141414141414
LDB16,3,107522,107980,458,0.39082969432314413
STP22,3,106861,106998,137,0.35036496350364965
ILV6,3,105572,106272,700,0.4614285714285714
SGF29,3,104370,104471,101,0.42574257425742573
GBP2,3,103396,104096,700,0.45
BUD3,3,95794,96185,391,0.36061381074168797
DCC1,3,95795,96186,391,0.36061381074168797
NFS1,3,94372,94479,107,0.42990654205607476
LEU2,3,90595,91295,700,0.3442857142857143
KCC4,3,78405,79105,700,0.3914285714285714
AGP1,3,77945,78645,700,0.45571428571428574
RNQ1,3,69970,70117,147,0.40816326530612246
BIK1,3,69971,70118,147,0.40816326530612246
HIS4,3,68393,69093,700,0.4042857142857143
RRP7,3,65601,65827,226,0.34513274336283184
STE50,3,63292,63387,95,0.3473684210526316
MXR2,3,63293,63388,95,0.3473684210526316
LSB5,3,61201,61607,406,0.35714285714285715
GRX1,3,61202,61608,406,0.35960591133004927
GFD2,3,58744,58987,243,0.37448559670781895
SRO9,3,58745,58988,243,0.37448559670781895
ATG22,3,56586,56801,215,0.33488372093023255
GID7,3,52517,52624,107,0.38317757009345793
GLK1,3,50394,50808,414,0.4758454106280193
YCL042W,3,50257,50394,137,0.32116788321167883
PDI1,3,50258,50395,137,0.32116788321167883
MGR1,3,48417,48557,140,0.39285714285714285
EMC1,3,46945,47645,700,0.4114285714285714
YCL047C,3,44448,44562,114,0.3508771929824561
YCL049C,3,40779,41417,638,0.3730407523510972
APA1,3,38863,39563,700,0.3457142857142857
LRE1,3,35435,35584,149,0.28187919463087246
PBN1,3,35436,35585,149,0.2751677852348993
SPB1,3,30728,31428,700,0.32
KAR4,3,27382,27903,521,0.33397312859884837
YCL056C,3,27383,27904,521,0.33397312859884837
PRD1,3,24352,24759,407,0.3857493857493858
KRR1,3,23404,23562,158,0.2911392405063291
MRC1,3,22172,22323,151,0.37748344370860926
VAC17,3,16898,17249,351,0.38461538461538464
CHA1,3,16899,17250,351,0.38461538461538464
CDC10,3,118403,118598,195,0.3384615384615385
MRPL32,3,118402,118597,195,0.3384615384615385
YCP4,3,120424,120800,376,0.34308510638297873
CIT2,3,122385,123085,700,0.4328571428571429
YCR007C,3,127386,128027,641,0.3915756630265211
SAT4,3,127385,128026,641,0.39313572542901715
RVS161,3,131595,132091,496,0.34475806451612906
ADY2,3,133236,133667,431,0.48491879350348027
ADP1,3,137005,137705,700,0.4014285714285714
PGK1,3,137005,137705,700,0.4014285714285714
POL4,3,141096,141136,40,0.225
YCR015C,3,142200,142900,700,0.32857142857142857
YCR016W,3,142907,143607,700,0.33
CWH43,3,147663,148363,700,0.3314285714285714
MAK32,3,151998,152698,700,0.31857142857142856
PET18,3,155105,155110,5,0.8
HSP30,3,157214,157914,700,0.39571428571428574
YCR022C,3,158029,158297,268,0.40298507462686567
YCR023C,3,160450,160602,152,0.34210526315789475
SLM5,3,162241,162409,168,0.3392857142857143
YCR025C,3,165446,166146,700,0.40285714285714286
NPP1,3,166413,166737,324,0.3148148148148148
RHB1,3,168174,168874,700,0.3442857142857143
FEN2,3,172542,172758,216,0.35185185185185186
SYP1,3,176523,177223,700,0.3485714285714286
RPS14A,3,178241,178941,700,0.3557142857142857
BPH1,3,178713,179413,700,0.3628571428571429
SNT1,3,186053,186285,232,0.3146551724137931
FEN1,3,190333,190565,232,0.3146551724137931
RRP43,3,193038,193288,250,0.328
RBK1,3,193037,193287,250,0.328
PHO87,3,197234,197934,700,0.33714285714285713
TAF2,3,205418,206095,677,0.2658788774002954
YCR043C,3,206677,206788,111,0.3333333333333333
PER1,3,207957,208134,177,0.3333333333333333
IMG1,3,210429,210517,88,0.4659090909090909
BUD23,3,211625,211875,250,0.448
ARE1,3,211624,211874,250,0.444
YCR051W,3,213975,214046,71,0.3380281690140845
RSC6,3,214870,214960,90,0.32222222222222224
THR4,3,215952,216652,700,0.4042857142857143
CTR86,3,220137,220344,207,0.357487922705314
PWP2,3,223290,223990,700,0.48142857142857143
YIH1,3,224247,224382,135,0.2962962962962963
TAH1,3,224246,224381,135,0.2962962962962963
YCR061W,3,224837,225537,700,0.3757142857142857
BUD31,3,228090,228295,205,0.40487804878048783
YCR064C,3,228509,229153,644,0.4161490683229814
HCM1,3,228508,229152,644,0.4161490683229814
RAD18,3,231333,231449,116,0.35344827586206895
SED4,3,236441,237088,647,0.34312210200927357
ATG15,3,236440,237087,647,0.34312210200927357
CPR4,3,238207,238907,700,0.48714285714285716
IMG2,3,240580,240701,121,0.39669421487603307
RSA4,3,242378,242516,138,0.2753623188405797
SSK22,3,246648,246945,297,0.37373737373737376
ERS1,3,248825,248961,136,0.3161764705882353
YCR076C,3,250062,250102,40,0.325
PAT1,3,252670,252818,148,0.3581081081081081
PTC6,3,252669,252817,148,0.3581081081081081
SRB8,3,254298,254324,26,0.3076923076923077
AHC2,3,258844,258852,8,0.375
TRX3,3,259375,259542,167,0.3592814371257485
TUP1,3,262677,263342,665,0.3398496240601504
CSM1,3,262676,263341,665,0.3398496240601504
ABP1,3,264502,265025,523,0.3479923518164436
FIG2,3,266978,267148,170,0.38823529411764707
YCR090C,3,272900,273600,700,0.2885714285714286
KIN82,3,273642,274342,700,0.35714285714285715
MSH3,3,279856,280045,189,0.36507936507936506
CDC39,3,279855,280044,189,0.37037037037037035
CDC50,3,286524,286708,184,0.30978260869565216
OCA4,3,289296,289478,182,0.34615384615384615
GIT1,3,298664,299364,700,0.4014285714285714
YCR099C,3,303007,303010,3,0.0
YCR100C,3,303010,303710,700,0.3414285714285714
YCR102C,3,305537,306237,700,0.4014285714285714
RDS1,3,310927,310935,8,0.375
AAD3,3,310227,310927,700,0.3271428571428571
RMD1,4,447651,447909,258,0.36046511627906974
NHP10,4,447652,447910,258,0.3643410852713178
MCD1,4,443898,444598,700,0.33
ATP16,4,442344,442985,641,0.33853354134165364
MED2,4,442345,442986,641,0.3369734789391576
PTC1,4,439438,439587,149,0.3825503355704698
RPT2,4,437313,438013,700,0.3271428571428571
APC11,4,433303,433470,167,0.39520958083832336
GRX6,4,431596,432296,700,0.42
YDL012C,4,431534,432234,700,0.42428571428571427
SLX5,4,428511,428920,409,0.3251833740831296
NOP1,4,426979,427220,241,0.26556016597510373
TSC13,4,426980,427221,241,0.26556016597510373
CDC7,4,423569,424185,616,0.3814935064935065
ERP3,4,423570,424186,616,0.3814935064935065
OSH2,4,421727,422427,700,0.38142857142857145
RPN4,4,416945,417573,628,0.3885350318471338
GPM2,4,413228,413928,700,0.36428571428571427
GPD1,4,411059,411759,700,0.45285714285714285
DIA3,4,409868,410568,700,0.41285714285714287
RTK1,4,407402,408102,700,0.4057142857142857
YDL027C,4,405003,405237,234,0.31196581196581197
MPS1,4,403426,403544,118,0.2796610169491525
ARP2,4,399219,399319,100,0.34
PRP9,4,397284,397475,191,0.3507853403141361
DBP10,4,393950,394164,214,0.32710280373831774
SLM3,4,393951,394165,214,0.32242990654205606
GPR1,4,392341,392406,65,0.38461538461538464
PUS9,4,388910,389041,131,0.35877862595419846
NAT1,4,381471,382171,700,0.37285714285714283
YDL041W,4,377367,378067,700,0.36
SIR2,4,378490,378762,272,0.4007352941176471
PRP11,4,376518,376643,125,0.368
MTF2,4,375314,375371,57,0.38596491228070173
FAD1,4,373725,373891,166,0.3674698795180723
NPC2,4,370954,371187,233,0.3261802575107296
SIT4,4,368614,369314,700,0.4614285714285714
STP4,4,368261,368961,700,0.41714285714285715
KNH1,4,366006,366653,647,0.41731066460587324
